File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF985VHQ	tsv	gene quantifications	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF176MKW, ENCFF940AZB	9915645	ENCODE Processing Pipeline	e8bf9e10379afe15fee5199bf7fdb837		https://www.encodeproject.org/files/ENCFF985VHQ/@@download/ENCFF985VHQ.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF110JYZ	bam	alignments	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF212IXF, ENCFF309DSM, ENCFF700TXC	3319479963	ENCODE Processing Pipeline	a2b95869daea3b74ac1dddf992e6ac50		https://www.encodeproject.org/files/ENCFF110JYZ/@@download/ENCFF110JYZ.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF866QIP	bigWig	minus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF110JYZ	90017384	ENCODE Processing Pipeline	5be8661f9b7131beacf59b5e02268b67		https://www.encodeproject.org/files/ENCFF866QIP/@@download/ENCFF866QIP.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF403SFJ	bigWig	plus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF110JYZ	92179234	ENCODE Processing Pipeline	a23aa68368ed670b7c182cd205826da3		https://www.encodeproject.org/files/ENCFF403SFJ/@@download/ENCFF403SFJ.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF518UBR	bam	alignments	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF361LFF, ENCFF700TXC, ENCFF837BXN	3343686529	ENCODE Processing Pipeline	261186fff7eb5b3624a3159815d14763		https://www.encodeproject.org/files/ENCFF518UBR/@@download/ENCFF518UBR.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF956GGN	bigWig	plus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF110JYZ	100850585	ENCODE Processing Pipeline	d316c6b228be29d8d0f783ce9d593436		https://www.encodeproject.org/files/ENCFF956GGN/@@download/ENCFF956GGN.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF726NAE	bigWig	minus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF518UBR	88145528	ENCODE Processing Pipeline	a171336da5c832411a2bb838437c5814		https://www.encodeproject.org/files/ENCFF726NAE/@@download/ENCFF726NAE.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF944KCW	bigWig	minus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF110JYZ	99228932	ENCODE Processing Pipeline	abab67fc00a4e7a6068070b033e7bd55		https://www.encodeproject.org/files/ENCFF944KCW/@@download/ENCFF944KCW.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF617DRX	bigWig	minus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF518UBR	97906303	ENCODE Processing Pipeline	83605efc0fe3690023ca190892f20975		https://www.encodeproject.org/files/ENCFF617DRX/@@download/ENCFF617DRX.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF102NGI	bigWig	plus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF518UBR	99559939	ENCODE Processing Pipeline	c91da336d1ca602cf54d0fd2927cc388		https://www.encodeproject.org/files/ENCFF102NGI/@@download/ENCFF102NGI.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF192SVQ	bigWig	plus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF518UBR	90339920	ENCODE Processing Pipeline	25b25385678fab091323b5a7a334e5eb		https://www.encodeproject.org/files/ENCFF192SVQ/@@download/ENCFF192SVQ.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF833NMM	bam	alignments	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF212IXF, ENCFF309DSM, ENCFF839KAI	4104847580	ENCODE Processing Pipeline	3b9260310cac937a659d002eeed01e99		https://www.encodeproject.org/files/ENCFF833NMM/@@download/ENCFF833NMM.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF603RCW	bam	alignments	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF361LFF, ENCFF837BXN, ENCFF839KAI	4120539442	ENCODE Processing Pipeline	a5057e034ad39e6e4a439e7bfcfbbf21		https://www.encodeproject.org/files/ENCFF603RCW/@@download/ENCFF603RCW.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF950DBY	bam	transcriptome alignments	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF212IXF, ENCFF309DSM, ENCFF839KAI	5345338793	ENCODE Processing Pipeline	6e15de0823a7774c9a98ef54f1d8f33b		https://www.encodeproject.org/files/ENCFF950DBY/@@download/ENCFF950DBY.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF645FTQ	bam	transcriptome alignments	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF361LFF, ENCFF837BXN, ENCFF839KAI	5278226616	ENCODE Processing Pipeline	2182578d2cb9c6f234b72e55b96a922b		https://www.encodeproject.org/files/ENCFF645FTQ/@@download/ENCFF645FTQ.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF253LGI	bigWig	minus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF833NMM	94506024	ENCODE Processing Pipeline	3b8ccf471934b75a6ae454f92f7a15f7		https://www.encodeproject.org/files/ENCFF253LGI/@@download/ENCFF253LGI.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF420SLB	bigWig	plus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF833NMM	96714979	ENCODE Processing Pipeline	b2820fb5e3f01ab78e1b0eac340058f7		https://www.encodeproject.org/files/ENCFF420SLB/@@download/ENCFF420SLB.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF865TGR	bigWig	minus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF833NMM	107955889	ENCODE Processing Pipeline	a249a28e9aa9e4d5ffd32622bf098d7a		https://www.encodeproject.org/files/ENCFF865TGR/@@download/ENCFF865TGR.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF367ZSM	bigWig	plus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF833NMM	109252068	ENCODE Processing Pipeline	daec3744c4c4b9c8d6dcfa01ea9647a4		https://www.encodeproject.org/files/ENCFF367ZSM/@@download/ENCFF367ZSM.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF556EGA	bigWig	plus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF603RCW	106016763	ENCODE Processing Pipeline	f713bd6de5182aef24c3af19efc37f62		https://www.encodeproject.org/files/ENCFF556EGA/@@download/ENCFF556EGA.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF599QGE	bigWig	minus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF603RCW	92817335	ENCODE Processing Pipeline	e4c362bb91eceae21434e2a257409a24		https://www.encodeproject.org/files/ENCFF599QGE/@@download/ENCFF599QGE.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF191QMX	bigWig	plus strand signal of unique reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF603RCW	95077750	ENCODE Processing Pipeline	c18486db3e30dc275ffacbb780743edf		https://www.encodeproject.org/files/ENCFF191QMX/@@download/ENCFF191QMX.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF585KJP	bigWig	minus strand signal of all reads	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF603RCW	104719823	ENCODE Processing Pipeline	e6cbc9676de4506c040d1f845d078610		https://www.encodeproject.org/files/ENCFF585KJP/@@download/ENCFF585KJP.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF126ZKG	tsv	gene quantifications	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF826ONU, ENCFF950DBY	9540442	ENCODE Processing Pipeline	c7a474517f8da15809d4b33dcffa2501		https://www.encodeproject.org/files/ENCFF126ZKG/@@download/ENCFF126ZKG.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF407NQJ	tsv	transcript quantifications	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1							ENCFF826ONU, ENCFF950DBY	26106892	ENCODE Processing Pipeline	b631752c271f53aac5a1b491447e3fd8		https://www.encodeproject.org/files/ENCFF407NQJ/@@download/ENCFF407NQJ.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF865RPW	tsv	gene quantifications	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF645FTQ, ENCFF826ONU	9537685	ENCODE Processing Pipeline	da9ad4fe7d5d2fe9a84c0b84b945a732		https://www.encodeproject.org/files/ENCFF865RPW/@@download/ENCFF865RPW.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF547AEQ	tsv	transcript quantifications	ENCSR148UGK	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/DGCR8-human/				DGCR8-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF645FTQ, ENCFF826ONU	26095727	ENCODE Processing Pipeline	18e68c8c892e6e18b9c12a67b4e8f831		https://www.encodeproject.org/files/ENCFF547AEQ/@@download/ENCFF547AEQ.tsv	hg19	V19			released			experiment not submitted to GEO		
ENCFF933WZA	bam	alignments	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2							ENCFF533YPF, ENCFF741QDA	3160159885	Brenton Graveley, UConn	d81f5fbc1f0aac3da54dcdf0849e4824		https://www.encodeproject.org/files/ENCFF933WZA/@@download/ENCFF933WZA.bam	hg19				released		missing analysis_step_run	experiment not submitted to GEO		
ENCFF653POC	fastq	reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1	1	100		paired-ended	1	ENCFF895FLC		2263213747	Brenton Graveley, UConn	c291a075d0e8ffb4b3a7532b629c4fdc		https://www.encodeproject.org/files/ENCFF653POC/@@download/ENCFF653POC.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF533YPF	fastq	reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2	1	100		paired-ended	1	ENCFF741QDA		2299890797	Brenton Graveley, UConn	26d3bac7306310e2fed9728d5112ebc5		https://www.encodeproject.org/files/ENCFF533YPF/@@download/ENCFF533YPF.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF895FLC	fastq	reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1	1	100		paired-ended	2	ENCFF653POC		2178314744	Brenton Graveley, UConn	09b4f76e459cf2d43e9902c46b692df3		https://www.encodeproject.org/files/ENCFF895FLC/@@download/ENCFF895FLC.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF741QDA	fastq	reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2	1	100		paired-ended	2	ENCFF533YPF		2273537207	Brenton Graveley, UConn	af518850746656da93e9a950c40a93da		https://www.encodeproject.org/files/ENCFF741QDA/@@download/ENCFF741QDA.fastq.gz			Illumina HiSeq 2500		released			experiment not submitted to GEO		
ENCFF083ONE	bigWig	minus strand signal of unique reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				1	1						ENCFF873KKH	80144557	Brenton Graveley, UConn	b71a810aa58ffee8c5c14a122e0b8265		https://www.encodeproject.org/files/ENCFF083ONE/@@download/ENCFF083ONE.bigWig	hg19				released		missing analysis_step_run	experiment not submitted to GEO		
ENCFF836AYJ	bigWig	minus strand signal of unique reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2	1						ENCFF933WZA	81669294	Brenton Graveley, UConn	dab8c6927dab69abe3b285249488f848		https://www.encodeproject.org/files/ENCFF836AYJ/@@download/ENCFF836AYJ.bigWig	hg19				released		missing analysis_step_run	experiment not submitted to GEO		
ENCFF162JBP	bigWig	plus strand signal of all reads	ENCSR619GAS	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/Non-specific%20target%20control-human/				Non-specific target control-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-23	ENCODE				2	1						ENCFF933WZA	91981898	Brenton Graveley, UConn	436fe6dd3b254427bc71759ff449ef65		https://www.encodeproject.org/files/ENCFF162JBP/@@download/ENCFF162JBP.bigWig	hg19				released		missing analysis_step_run	experiment not submitted to GEO		
